"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,DateCollected
Djibouti,15690,0.0,189.0,0.0,15427.0,0.0,74.0,15441.0,186.0,305941.0,301094.0,1016097.0,Africa,27-02-2023
Marshall Islands,15598,0.0,17.0,0.0,15528.0,0.0,53.0,259720.0,283.0,0.0,0.0,60057.0,Australia/Oceania,27-02-2023
CAR,15368,0.0,113.0,0.0,15200.0,0.0,55.0,3063.0,23.0,81294.0,16205.0,5016678.0,Africa,27-02-2023
Gambia,12586,0.0,372.0,0.0,12189.0,0.0,25.0,4919.0,145.0,155686.0,60851.0,2558482.0,Africa,27-02-2023
Saint Martin,12257,0.0,63.0,0.0,1399.0,0.0,10795.0,308507.0,1586.0,112382.0,2828643.0,39730.0,North America,27-02-2023
Vanuatu,12014,0.0,14.0,0.0,11976.0,0.0,24.0,37330.0,44.0,24976.0,77606.0,321832.0,Australia/Oceania,27-02-2023
Greenland,11971,0.0,21.0,0.0,2761.0,0.0,9189.0,210117.0,369.0,164926.0,2894810.0,56973.0,North America,27-02-2023
Yemen,11945,0.0,2159.0,0.0,9124.0,0.0,662.0,383.0,69.0,329592.0,10579.0,31154867.0,Asia,27-02-2023
Caribbean Netherlands,11672,0.0,38.0,0.0,10476.0,0.0,1158.0,438023.0,1426.0,30126.0,1130559.0,26647.0,North America,27-02-2023
Sint Maarten,11016,0.0,91.0,0.0,10905.0,0.0,20.0,250557.0,2070.0,62056.0,1411454.0,43966.0,North America,27-02-2023
Eritrea,10189,0.0,103.0,0.0,10086.0,0.0,0.0,2782.0,28.0,23693.0,6470.0,3662244.0,Africa,27-02-2023
Niger,9931,0.0,312.0,0.0,8890.0,0.0,729.0,381.0,12.0,254538.0,9759.0,26083660.0,Africa,27-02-2023
St. Vincent Grenadines,9589,0.0,123.0,0.0,9466.0,0.0,0.0,85961.0,1103.0,113703.0,1019292.0,111551.0,North America,27-02-2023
Antigua and Barbuda,9106,0.0,146.0,0.0,8954.0,0.0,6.0,91509.0,1467.0,18901.0,189943.0,99509.0,North America,27-02-2023
Comoros,8998,0.0,161.0,0.0,8837.0,0.0,0.0,9916.0,177.0,0.0,0.0,907419.0,Africa,27-02-2023
Guinea-Bissau,8953,0.0,176.0,0.0,8660.0,0.0,117.0,4339.0,85.0,145231.0,70385.0,2063367.0,Africa,27-02-2023
Liberia,8077,12.0,294.0,0.0,7768.0,0.0,15.0,1522.0,55.0,139824.0,26356.0,5305117.0,Africa,27-02-2023
Sierra Leone,7760,0.0,126.0,0.0,,,,934.0,15.0,259958.0,31296.0,8306436.0,Africa,27-02-2023
Chad,7678,3.0,194.0,0.0,4874.0,0.0,2610.0,441.0,11.0,191341.0,10988.0,17413580.0,Africa,27-02-2023
British Virgin Islands,7305,0.0,64.0,0.0,,,,238757.0,2092.0,107339.0,3508269.0,30596.0,North America,27-02-2023
Cook Islands,7025,0.0,2.0,0.0,7012.0,0.0,11.0,399806.0,114.0,19690.0,1120596.0,17571.0,Australia/Oceania,27-02-2023
Saint Kitts and Nevis,6596,0.0,46.0,0.0,6546.0,0.0,4.0,122441.0,854.0,126927.0,2356129.0,53871.0,North America,27-02-2023
Turks and Caicos,6551,0.0,38.0,0.0,6491.0,0.0,22.0,164842.0,956.0,611527.0,15387811.0,39741.0,North America,27-02-2023
Sao Tome and Principe,6281,0.0,77.0,0.0,6204.0,1.0,0.0,27587.0,338.0,29036.0,127530.0,227679.0,Africa,27-02-2023
Palau,5988,0.0,9.0,0.0,5976.0,0.0,3.0,328416.0,494.0,69136.0,3791806.0,18233.0,Australia/Oceania,27-02-2023
St. Barth,5439,0.0,6.0,0.0,,,,546908.0,603.0,78646.0,7908095.0,9945.0,North America,27-02-2023
Nauru,5247,0.0,1.0,0.0,5075.0,0.0,171.0,481244.0,92.0,20509.0,1881042.0,10903.0,Australia/Oceania,27-02-2023
Kiribati,5013,0.0,18.0,0.0,2703.0,0.0,2292.0,40618.0,146.0,0.0,0.0,123419.0,Australia/Oceania,27-02-2023
Anguilla,3904,0.0,12.0,0.0,3879.0,0.0,13.0,256336.0,788.0,51382.0,3373736.0,15230.0,North America,27-02-2023
Macao,3514,0.0,121.0,0.0,3387.0,0.0,6.0,5264.0,181.0,7850.0,11760.0,667490.0,Asia,27-02-2023
Saint Pierre Miquelon,3452,0.0,2.0,0.0,2449.0,0.0,1001.0,599410.0,347.0,25400.0,4410488.0,5759.0,North America,27-02-2023
Wallis and Futuna,3427,0.0,7.0,0.0,438.0,0.0,2982.0,312056.0,637.0,20508.0,1867419.0,10982.0,Australia/Oceania,27-02-2023
Tuvalu,2805,0.0,0.0,0.0,0.0,0.0,2805.0,232471.0,0.0,0.0,0.0,12066.0,Australia/Oceania,27-02-2023
Saint Helena,2166,0.0,0.0,0.0,2.0,0.0,2164.0,354211.0,0.0,0.0,0.0,6115.0,Africa,27-02-2023
Falkland Islands,1930,0.0,0.0,0.0,1930.0,0.0,0.0,545352.0,0.0,8632.0,2439107.0,3539.0,South America,27-02-2023
Montserrat,1403,0.0,8.0,0.0,1376.0,0.0,19.0,282578.0,1611.0,17762.0,3577442.0,4965.0,North America,27-02-2023
Niue,788,0.0,0.0,0.0,776.0,10.0,12.0,485820.0,0.0,0.0,0.0,1622.0,Australia/Oceania,27-02-2023
Diamond Princess,712,0.0,13.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27-02-2023
Vatican City,29,0.0,0.0,0.0,29.0,0.0,0.0,36295.0,0.0,0.0,0.0,799.0,Europe,27-02-2023
Western Sahara,10,0.0,1.0,0.0,9.0,0.0,0.0,16.0,2.0,0.0,0.0,626161.0,Africa,27-02-2023
MS Zaandam,9,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27-02-2023
Tokelau,5,0.0,0.0,0.0,0.0,0.0,5.0,3628.0,0.0,0.0,0.0,1378.0,Australia/Oceania,27-02-2023
